Scope,Position,Archetype,Attribute,Count,Min,P10,P25,Median,P75,P90,P95,P99,Max,Reliable
Position+Archetype,C,Balanced,KickAccuracy,243,0.00,2.00,3.50,7.00,9.00,10.00,12.00,14.00,17.00,true
Position+Archetype,C,Balanced,KickPower,243,0.00,2.00,3.00,6.00,9.00,10.00,12.00,16.00,17.00,true
Position+Archetype,C,Balanced,PuntAccuracy,243,0.00,2.00,3.00,7.00,9.00,10.00,11.00,14.58,16.00,true
Position+Archetype,C,Balanced,PuntPower,243,0.00,2.00,4.00,6.00,9.00,10.00,11.00,14.00,15.00,true
Position+Archetype,SS,Zone Coverage,Speed,265,30.00,35.00,39.00,44.00,50.00,55.00,58.80,65.36,70.00,true
Position+Archetype,SS,Zone Coverage,Agility,265,16.00,20.00,23.00,28.00,35.00,38.00,41.00,46.08,51.00,true
Position+Archetype,SS,Zone Coverage,FootballIQ,265,17.00,21.00,24.00,30.00,36.00,41.00,43.00,47.36,49.00,true
Position+Archetype,SS,Zone Coverage,Strength,265,4.00,7.00,9.00,12.00,15.00,19.00,20.00,24.00,25.00,true
Position+Archetype,SS,Zone Coverage,Carrying,265,1.00,2.00,6.00,10.00,14.00,19.00,21.00,24.00,26.00,true
Position+Archetype,SS,Zone Coverage,Catching,265,5.00,7.00,10.00,12.00,15.00,18.00,19.00,21.00,22.00,true
Position+Archetype,SS,Zone Coverage,RouteRunning,265,0.00,1.00,3.00,5.00,8.00,9.00,10.00,12.00,14.00,true
Position+Archetype,SS,Zone Coverage,ZoneCoverage,265,30.00,34.00,37.00,43.00,49.00,54.60,57.00,62.00,65.00,true
Position+Archetype,SS,Zone Coverage,ManCoverage,265,14.00,18.00,22.00,27.00,32.00,37.60,40.00,44.00,46.00,true
Position+Archetype,SS,Zone Coverage,Tackle,265,7.00,10.00,12.00,17.00,23.00,28.00,32.00,35.00,37.00,true
Position+Archetype,SS,Zone Coverage,PassBlock,265,0.00,2.00,4.00,6.00,9.00,10.00,10.80,14.00,15.00,true
Position+Archetype,SS,Zone Coverage,RunBlock,265,0.00,2.00,3.00,6.00,9.00,10.00,10.00,15.00,16.00,true
Position+Archetype,SS,Zone Coverage,PassRush,265,0.00,2.00,3.00,6.00,9.00,10.00,11.00,13.00,15.00,true
Position+Archetype,SS,Zone Coverage,RunDefense,265,8.00,14.00,17.00,22.00,29.00,33.00,37.00,42.00,53.00,true
Position+Archetype,SS,Zone Coverage,ThrowPower,265,0.00,4.00,7.00,10.00,14.00,19.00,20.80,24.00,30.00,true
Position+Archetype,SS,Zone Coverage,ThrowAccuracy,265,0.00,3.00,7.00,10.00,15.00,18.00,20.00,23.36,26.00,true
Position+Archetype,SS,Zone Coverage,KickAccuracy,265,0.00,2.00,4.00,6.00,8.00,10.00,11.00,15.00,16.00,true
Position+Archetype,SS,Zone Coverage,KickPower,265,0.00,2.00,4.00,6.00,9.00,10.00,11.00,15.00,16.00,true
Position+Archetype,SS,Zone Coverage,PuntAccuracy,265,0.00,2.00,3.00,6.00,9.00,10.00,11.00,12.72,15.00,true
Position+Archetype,SS,Zone Coverage,PuntPower,265,0.00,2.00,3.00,6.00,8.00,10.00,11.00,13.36,16.00,true
Position+Archetype,FB,Receiving,Speed,141,27.00,30.00,32.00,36.00,42.00,47.00,51.00,54.60,58.00,true
Position+Archetype,FB,Receiving,Agility,141,15.00,19.00,21.00,25.00,32.00,38.00,40.00,45.60,50.00,true
Position+Archetype,FB,Receiving,FootballIQ,141,7.00,9.00,12.00,15.00,22.00,28.00,30.00,36.60,37.00,true
Position+Archetype,FB,Receiving,Strength,141,25.00,28.00,31.00,35.00,41.00,47.00,50.00,54.60,55.00,true
Position+Archetype,FB,Receiving,Carrying,141,5.00,7.00,10.00,13.00,18.00,25.00,28.00,33.80,36.00,true
Position+Archetype,FB,Receiving,Catching,141,17.00,20.00,22.00,27.00,33.00,39.00,41.00,46.00,46.00,true
Position+Archetype,FB,Receiving,RouteRunning,141,5.00,7.00,10.00,14.00,17.00,22.00,26.00,28.60,38.00,true
Position+Archetype,FB,Receiving,ZoneCoverage,141,1.00,3.00,6.00,9.00,13.00,18.00,21.00,24.00,25.00,true
Position+Archetype,FB,Receiving,ManCoverage,141,1.00,3.00,6.00,9.00,14.00,18.00,23.00,25.00,25.00,true
Position+Archetype,FB,Receiving,Tackle,141,1.00,4.00,6.00,9.00,14.00,19.00,22.00,25.00,26.00,true
Position+Archetype,FB,Receiving,PassBlock,141,20.00,22.00,25.00,29.00,36.00,41.00,46.00,50.00,53.00,true
Position+Archetype,FB,Receiving,RunBlock,141,20.00,23.00,25.00,30.00,36.00,42.00,46.00,50.80,52.00,true
Position+Archetype,FB,Receiving,PassRush,141,0.00,2.00,3.00,7.00,9.00,10.00,11.00,12.00,12.00,true
Position+Archetype,FB,Receiving,RunDefense,141,1.00,2.00,4.00,6.00,9.00,10.00,11.00,12.00,15.00,true
Position+Archetype,FB,Receiving,ThrowPower,141,1.00,3.00,5.00,9.00,14.00,17.00,19.00,22.00,25.00,true
Position+Archetype,FB,Receiving,ThrowAccuracy,141,0.00,3.00,6.00,9.00,13.00,19.00,20.00,25.00,26.00,true
Position+Archetype,FB,Receiving,KickAccuracy,141,1.00,2.00,4.00,6.00,8.00,10.00,12.00,14.60,16.00,true
Position+Archetype,FB,Receiving,KickPower,141,1.00,2.00,4.00,6.00,9.00,11.00,13.00,14.60,16.00,true
Position+Archetype,FB,Receiving,PuntAccuracy,141,1.00,2.00,3.00,7.00,9.00,11.00,11.00,14.60,15.00,true
Position+Archetype,FB,Receiving,PuntPower,141,0.00,2.00,3.00,6.00,8.00,10.00,11.00,13.20,16.00,true
Position+Archetype,ATH,Strongside,Speed,141,25.00,30.00,34.00,38.00,43.00,46.00,49.00,55.60,59.00,true
Position+Archetype,ATH,Strongside,Agility,141,8.00,15.00,20.00,26.00,34.00,40.00,44.00,49.40,55.00,true
Position+Archetype,ATH,Strongside,FootballIQ,141,9.00,16.00,22.00,27.00,31.00,33.00,36.00,41.20,42.00,true
Position+Archetype,ATH,Strongside,Strength,141,25.00,29.00,34.00,39.00,50.00,56.00,57.00,60.60,61.00,true
Position+Archetype,ATH,Strongside,Carrying,141,0.00,2.00,7.00,10.00,14.00,17.00,19.00,24.00,27.00,true
Position+Archetype,ATH,Strongside,Catching,141,5.00,7.00,9.00,14.00,19.00,22.00,24.00,29.20,31.00,true
Position+Archetype,ATH,Strongside,RouteRunning,141,0.00,1.00,3.00,6.00,9.00,13.00,14.00,14.00,15.00,true
Position+Archetype,ATH,Strongside,ZoneCoverage,141,4.00,12.00,18.00,25.00,34.00,37.00,41.00,43.00,51.00,true
Position+Archetype,ATH,Strongside,ManCoverage,141,5.00,11.00,17.00,22.00,30.00,37.00,40.00,43.60,45.00,true
Position+Archetype,ATH,Strongside,Tackle,141,11.00,18.00,22.00,28.00,34.00,39.00,44.00,46.00,47.00,true
Position+Archetype,ATH,Strongside,PassBlock,141,0.00,1.00,4.00,7.00,9.00,12.00,13.00,15.00,16.00,true
Position+Archetype,ATH,Strongside,RunBlock,141,0.00,2.00,4.00,8.00,10.00,13.00,14.00,15.60,16.00,true
Position+Archetype,ATH,Strongside,PassRush,141,5.00,12.00,15.00,20.00,24.00,30.00,34.00,38.40,41.00,true
Position+Archetype,ATH,Strongside,RunDefense,141,8.00,14.00,20.00,25.00,32.00,37.00,40.00,45.80,54.00,true
Position+Archetype,ATH,Strongside,ThrowPower,141,0.00,2.00,6.00,9.00,12.00,15.00,17.00,19.00,20.00,true
Position+Archetype,ATH,Strongside,ThrowAccuracy,141,1.00,3.00,6.00,9.00,13.00,15.00,16.00,20.20,21.00,true
Position+Archetype,ATH,Strongside,KickAccuracy,141,0.00,2.00,4.00,7.00,10.00,12.00,14.00,15.00,15.00,true
Position+Archetype,ATH,Strongside,KickPower,141,0.00,2.00,4.00,7.00,10.00,12.00,12.00,15.00,16.00,true
Position+Archetype,ATH,Strongside,PuntAccuracy,141,0.00,2.00,4.00,7.00,10.00,13.00,14.00,15.60,16.00,true
Position+Archetype,ATH,Strongside,PuntPower,141,0.00,1.00,4.00,6.00,10.00,14.00,14.00,15.00,16.00,true
Position+Archetype,QB,Pocket,Speed,536,15.00,20.00,24.00,28.00,34.00,39.00,42.00,48.65,61.00,true
Position+Archetype,QB,Pocket,Agility,536,1.00,5.00,8.00,11.00,15.00,19.00,22.00,30.00,42.00,true
Position+Archetype,QB,Pocket,FootballIQ,536,4.00,10.00,13.00,19.00,25.00,31.00,35.00,43.30,54.00,true
Position+Archetype,QB,Pocket,Strength,536,3.00,6.00,9.00,13.00,18.00,23.00,26.00,34.65,43.00,true
Position+Archetype,QB,Pocket,Carrying,536,0.00,4.00,7.00,11.00,16.00,20.00,21.00,26.00,32.00,true
Position+Archetype,QB,Pocket,Catching,536,0.00,4.00,7.00,11.00,15.00,19.00,22.00,26.65,31.00,true
Position+Archetype,QB,Pocket,RouteRunning,536,0.00,1.00,3.00,5.00,8.00,10.00,10.00,14.00,16.00,true
Position+Archetype,QB,Pocket,ZoneCoverage,536,0.00,4.00,7.00,11.00,15.25,20.00,22.00,26.00,30.00,true
Position+Archetype,QB,Pocket,ManCoverage,536,1.00,4.00,7.00,10.50,15.00,20.00,21.00,25.65,28.00,true
Position+Archetype,QB,Pocket,Tackle,536,0.00,3.00,6.00,11.00,15.00,19.00,20.00,24.00,29.00,true
Position+Archetype,QB,Pocket,PassBlock,536,0.00,1.00,3.00,5.50,9.00,10.00,11.00,14.00,18.00,true
Position+Archetype,QB,Pocket,RunBlock,536,0.00,2.00,3.75,6.00,9.00,10.00,12.00,15.00,19.00,true
Position+Archetype,QB,Pocket,PassRush,536,0.00,2.00,3.00,6.00,9.00,10.00,11.00,15.00,18.00,true
Position+Archetype,QB,Pocket,RunDefense,536,0.00,1.00,3.00,6.00,9.00,10.00,12.00,15.00,17.00,true
Position+Archetype,QB,Pocket,ThrowPower,536,25.00,31.00,34.00,39.00,45.00,50.50,54.00,65.00,78.00,true
Position+Archetype,QB,Pocket,ThrowAccuracy,536,25.00,31.00,34.00,39.00,45.00,50.50,53.00,62.65,73.00,true
Position+Archetype,QB,Pocket,KickAccuracy,536,0.00,2.00,4.00,6.00,9.00,10.00,11.00,15.00,17.00,true
Position+Archetype,QB,Pocket,KickPower,536,0.00,2.00,3.00,6.00,9.00,10.00,11.25,15.00,17.00,true
Position+Archetype,QB,Pocket,PuntAccuracy,536,0.00,2.00,4.00,6.00,9.00,10.00,11.00,15.00,16.00,true
Position+Archetype,QB,Pocket,PuntPower,536,0.00,2.00,3.00,6.00,9.00,10.00,12.00,15.00,16.00,true
Position+Archetype,OG,Pass Blocking,Speed,672,11.00,14.00,16.00,18.00,22.00,24.00,25.00,28.00,30.00,true
Position+Archetype,OG,Pass Blocking,Agility,672,3.00,8.00,11.00,14.00,18.00,23.00,27.45,39.00,47.00,true
Position+Archetype,OG,Pass Blocking,FootballIQ,672,5.00,11.00,14.00,18.00,24.00,30.00,33.00,39.00,46.00,true
Position+Archetype,OG,Pass Blocking,Strength,672,30.00,35.00,39.00,45.00,50.00,55.00,60.00,67.00,76.00,true
Position+Archetype,OG,Pass Blocking,Carrying,672,0.00,4.00,7.00,10.00,15.00,19.00,20.00,25.00,31.00,true
Position+Archetype,OG,Pass Blocking,Catching,672,0.00,4.00,7.00,10.00,15.00,19.00,20.00,25.00,30.00,true
Position+Archetype,OG,Pass Blocking,RouteRunning,672,0.00,1.00,3.00,5.00,8.00,9.00,10.00,13.29,16.00,true
Position+Archetype,OG,Pass Blocking,ZoneCoverage,672,0.00,3.00,7.00,10.00,15.00,19.00,20.00,24.29,28.00,true
Position+Archetype,OG,Pass Blocking,ManCoverage,672,0.00,4.00,7.00,10.00,15.00,19.00,21.00,25.00,28.00,true
Position+Archetype,OG,Pass Blocking,Tackle,672,1.00,4.00,7.00,10.00,15.00,19.00,21.00,24.29,30.00,true
Position+Archetype,OG,Pass Blocking,PassBlock,672,21.00,29.00,33.00,38.00,44.00,49.90,53.45,61.29,69.00,true
Position+Archetype,OG,Pass Blocking,RunBlock,672,6.00,13.00,17.00,22.00,28.00,32.00,37.45,43.29,50.00,true
Position+Archetype,OG,Pass Blocking,PassRush,672,0.00,2.00,5.00,8.00,12.00,16.00,20.00,25.00,28.00,true
Position+Archetype,OG,Pass Blocking,RunDefense,672,0.00,2.00,4.00,7.00,9.00,11.00,14.00,16.00,18.00,true
Position+Archetype,OG,Pass Blocking,ThrowPower,672,0.00,2.00,4.00,8.00,12.00,17.00,19.00,24.00,26.00,true
Position+Archetype,OG,Pass Blocking,ThrowAccuracy,672,0.00,2.00,5.00,8.00,11.00,17.00,19.00,25.58,30.00,true
Position+Archetype,OG,Pass Blocking,KickAccuracy,672,0.00,2.00,3.00,6.00,8.00,10.00,11.00,14.29,17.00,true
Position+Archetype,OG,Pass Blocking,KickPower,672,0.00,2.00,4.00,6.00,9.00,10.00,11.00,14.00,17.00,true
Position+Archetype,OG,Pass Blocking,PuntAccuracy,672,0.00,2.00,3.00,6.00,8.00,10.00,11.00,14.00,17.00,true
Position+Archetype,OG,Pass Blocking,PuntPower,672,0.00,2.00,3.00,6.00,9.00,10.00,11.00,14.00,17.00,true
Position+Archetype,TE,Receiving,Speed,557,25.00,30.00,34.00,40.00,45.00,50.00,54.00,60.44,61.00,true
Position+Archetype,TE,Receiving,Agility,557,14.00,19.60,23.00,29.00,35.00,39.00,43.00,49.00,56.00,true
Position+Archetype,TE,Receiving,FootballIQ,557,7.00,11.00,14.00,19.00,25.00,30.00,33.00,37.44,42.00,true
Position+Archetype,TE,Receiving,Strength,557,24.00,30.00,34.00,40.00,45.00,51.00,54.00,58.44,67.00,true
Position+Archetype,TE,Receiving,Carrying,557,8.00,13.00,16.00,20.00,24.00,28.40,33.00,39.00,42.00,true
Position+Archetype,TE,Receiving,Catching,557,15.00,20.00,24.00,29.00,35.00,40.00,43.00,49.44,55.00,true
Position+Archetype,TE,Receiving,RouteRunning,557,9.00,13.00,16.00,20.00,24.00,28.00,32.00,37.44,43.00,true
Position+Archetype,TE,Receiving,ZoneCoverage,557,1.00,3.60,7.00,10.00,15.00,19.00,21.00,26.00,28.00,true
Position+Archetype,TE,Receiving,ManCoverage,557,0.00,4.00,6.00,10.00,15.00,19.00,20.00,24.44,30.00,true
Position+Archetype,TE,Receiving,Tackle,557,1.00,4.00,7.00,11.00,15.00,18.00,20.00,25.00,28.00,true
Position+Archetype,TE,Receiving,PassBlock,557,15.00,20.00,24.00,29.00,34.00,39.00,42.00,49.00,54.00,true
Position+Archetype,TE,Receiving,RunBlock,557,15.00,20.00,24.00,29.00,35.00,40.00,43.00,48.44,54.00,true
Position+Archetype,TE,Receiving,PassRush,557,1.00,5.00,9.00,14.00,19.00,22.40,24.00,28.44,31.00,true
Position+Archetype,TE,Receiving,RunDefense,557,0.00,3.00,7.00,11.00,15.00,19.00,20.20,25.44,31.00,true
Position+Archetype,TE,Receiving,ThrowPower,557,1.00,4.00,7.00,11.00,15.00,19.00,20.00,25.00,31.00,true
Position+Archetype,TE,Receiving,ThrowAccuracy,557,1.00,3.60,7.00,11.00,15.00,20.00,21.00,25.00,27.00,true
Position+Archetype,TE,Receiving,KickAccuracy,557,0.00,2.00,4.00,6.00,9.00,10.00,11.00,15.00,16.00,true
Position+Archetype,TE,Receiving,KickPower,557,0.00,2.00,4.00,6.00,9.00,10.00,11.00,14.44,16.00,true
Position+Archetype,TE,Receiving,PuntAccuracy,557,0.00,2.00,3.00,6.00,9.00,10.00,11.00,15.00,16.00,true
Position+Archetype,TE,Receiving,PuntPower,557,0.00,2.00,3.00,6.00,8.00,10.00,11.00,15.00,17.00,true
Position+Archetype,CB,Zone Coverage,Speed,906,30.00,36.00,40.00,45.00,50.00,56.00,60.00,66.00,72.00,true
Position+Archetype,CB,Zone Coverage,Agility,906,19.00,26.00,30.00,34.00,40.00,46.00,49.00,56.00,60.00,true
Position+Archetype,CB,Zone Coverage,FootballIQ,906,5.00,11.00,14.00,19.00,24.00,30.00,33.00,39.95,47.00,true
Position+Archetype,CB,Zone Coverage,Strength,906,1.00,7.00,9.00,12.00,16.00,19.00,21.00,25.00,31.00,true
Position+Archetype,CB,Zone Coverage,Carrying,906,1.00,4.00,7.00,11.00,15.00,19.00,21.00,25.00,27.00,true
Position+Archetype,CB,Zone Coverage,Catching,906,4.00,7.00,9.25,12.00,15.00,18.00,20.00,22.00,25.00,true
Position+Archetype,CB,Zone Coverage,RouteRunning,906,0.00,2.00,4.00,7.00,10.00,15.00,18.00,23.00,27.00,true
Position+Archetype,CB,Zone Coverage,ZoneCoverage,906,30.00,35.00,39.00,43.00,49.00,55.00,59.00,66.00,76.00,true
Position+Archetype,CB,Zone Coverage,ManCoverage,906,14.00,19.00,23.00,28.00,33.00,38.00,41.75,49.00,56.00,true
Position+Archetype,CB,Zone Coverage,Tackle,906,2.00,7.00,10.00,13.00,18.00,22.00,24.00,28.00,34.00,true
Position+Archetype,CB,Zone Coverage,PassBlock,906,0.00,2.00,3.00,6.00,8.00,10.00,11.00,15.00,18.00,true
Position+Archetype,CB,Zone Coverage,RunBlock,906,0.00,2.00,4.00,6.00,9.00,10.00,11.00,15.00,17.00,true
Position+Archetype,CB,Zone Coverage,PassRush,906,0.00,2.00,3.00,6.00,9.00,10.00,11.00,14.95,15.00,true
Position+Archetype,CB,Zone Coverage,RunDefense,906,1.00,3.00,5.00,8.00,10.00,13.00,15.00,17.95,20.00,true
Position+Archetype,CB,Zone Coverage,ThrowPower,906,1.00,4.00,7.00,11.00,15.00,19.00,21.00,25.00,31.00,true
Position+Archetype,CB,Zone Coverage,ThrowAccuracy,906,0.00,4.00,7.00,11.00,15.00,19.00,21.00,25.00,28.00,true
Position+Archetype,CB,Zone Coverage,KickAccuracy,906,0.00,2.00,4.00,7.00,9.00,10.00,11.00,14.00,16.00,true
Position+Archetype,CB,Zone Coverage,KickPower,906,0.00,2.00,4.00,6.00,9.00,10.00,11.00,14.00,17.00,true
Position+Archetype,CB,Zone Coverage,PuntAccuracy,906,0.00,2.00,3.00,6.00,9.00,10.00,11.00,14.00,17.00,true
Position+Archetype,CB,Zone Coverage,PuntPower,906,0.00,2.00,4.00,6.00,9.00,10.00,11.00,14.95,16.00,true
Position+Archetype,TE,Blocking,Speed,363,17.00,24.00,27.00,31.00,37.00,42.00,45.00,56.38,60.00,true
Position+Archetype,TE,Blocking,Agility,363,6.00,13.00,16.00,20.00,26.00,31.80,35.00,41.00,49.00,true
Position+Archetype,TE,Blocking,FootballIQ,363,5.00,10.00,12.50,16.00,23.00,27.00,30.00,36.00,43.00,true
Position+Archetype,TE,Blocking,Strength,363,29.00,34.00,37.00,42.00,48.00,53.00,56.00,63.14,71.00,true
Position+Archetype,TE,Blocking,Carrying,363,9.00,13.00,15.00,18.00,22.00,26.00,29.00,37.00,41.00,true
Position+Archetype,TE,Blocking,Catching,363,8.00,13.00,17.00,21.00,27.00,32.00,34.00,45.00,47.00,true
Position+Archetype,TE,Blocking,RouteRunning,363,5.00,8.00,10.00,13.00,16.00,21.00,24.00,31.76,36.00,true
Position+Archetype,TE,Blocking,ZoneCoverage,363,1.00,3.00,6.00,10.00,14.00,19.00,20.00,24.38,25.00,true
Position+Archetype,TE,Blocking,ManCoverage,363,1.00,3.00,6.00,10.00,15.00,18.00,20.00,23.38,26.00,true
Position+Archetype,TE,Blocking,Tackle,363,1.00,3.00,6.00,9.00,14.00,19.00,20.00,24.00,26.00,true
Position+Archetype,TE,Blocking,PassBlock,363,20.00,24.20,28.00,32.00,38.00,42.00,45.00,57.00,60.00,true
Position+Archetype,TE,Blocking,RunBlock,363,18.00,24.00,27.00,31.00,37.00,42.00,45.00,56.00,59.00,true
Position+Archetype,TE,Blocking,PassRush,363,1.00,4.00,6.00,11.00,16.00,20.80,23.00,25.38,29.00,true
Position+Archetype,TE,Blocking,RunDefense,363,1.00,4.00,7.00,10.00,13.00,18.00,20.00,24.00,25.00,true
Position+Archetype,TE,Blocking,ThrowPower,363,0.00,3.00,6.00,10.00,15.00,18.00,20.00,24.38,28.00,true
Position+Archetype,TE,Blocking,ThrowAccuracy,363,1.00,3.00,6.00,10.00,14.00,18.80,20.00,23.00,26.00,true
Position+Archetype,TE,Blocking,KickAccuracy,363,1.00,2.00,4.00,6.00,9.00,10.00,11.00,14.00,15.00,true
Position+Archetype,TE,Blocking,KickPower,363,0.00,2.00,3.00,6.00,9.00,10.00,11.00,12.38,18.00,true
Position+Archetype,TE,Blocking,PuntAccuracy,363,0.00,2.00,3.50,6.00,8.00,10.00,11.00,15.00,16.00,true
Position+Archetype,TE,Blocking,PuntPower,363,1.00,2.00,3.00,6.00,9.00,10.00,11.00,13.38,14.00,true
Position+Archetype,P,Power,Speed,232,1.00,3.00,6.00,9.00,14.00,18.00,20.00,23.00,24.00,true
Position+Archetype,P,Power,Agility,232,1.00,4.00,6.00,10.00,14.25,18.90,21.00,25.00,27.00,true
Position+Archetype,P,Power,FootballIQ,232,6.00,9.00,11.00,14.00,19.00,23.00,24.45,28.00,33.00,true
Position+Archetype,P,Power,Strength,232,0.00,2.00,3.00,6.00,8.25,10.00,11.00,14.00,15.00,true
Position+Archetype,P,Power,Carrying,232,1.00,3.00,6.00,10.00,14.00,18.90,21.00,23.69,28.00,true
Position+Archetype,P,Power,Catching,232,1.00,3.00,6.00,10.00,14.00,19.00,20.45,24.00,29.00,true
Position+Archetype,P,Power,RouteRunning,232,0.00,1.00,3.00,5.00,8.00,10.00,10.00,14.00,15.00,true
Position+Archetype,P,Power,ZoneCoverage,232,1.00,3.10,6.00,10.00,14.00,18.00,19.45,23.38,26.00,true
Position+Archetype,P,Power,ManCoverage,232,0.00,3.00,6.00,10.00,14.00,18.00,21.00,25.00,28.00,true
Position+Archetype,P,Power,Tackle,232,0.00,2.00,4.00,6.00,8.00,10.00,12.00,14.00,15.00,true
Position+Archetype,P,Power,PassBlock,232,0.00,2.00,4.00,7.00,9.00,10.00,11.00,13.69,15.00,true
Position+Archetype,P,Power,RunBlock,232,0.00,2.00,3.00,7.00,9.00,10.00,11.00,14.69,16.00,true
Position+Archetype,P,Power,PassRush,232,0.00,2.00,4.00,6.00,9.00,10.00,11.00,13.69,15.00,true
Position+Archetype,P,Power,RunDefense,232,0.00,2.00,4.00,6.00,9.00,10.00,11.00,12.69,14.00,true
Position+Archetype,P,Power,ThrowPower,232,1.00,4.00,6.00,9.50,14.00,18.00,19.45,25.00,30.00,true
Position+Archetype,P,Power,ThrowAccuracy,232,0.00,3.10,6.00,9.00,14.00,19.00,21.00,24.69,29.00,true
Position+Archetype,P,Power,KickAccuracy,232,1.00,3.00,6.00,9.00,15.00,18.00,20.45,25.00,26.00,true
Position+Archetype,P,Power,KickPower,232,1.00,3.00,6.00,10.00,14.00,18.00,21.00,24.69,28.00,true
Position+Archetype,P,Power,PuntAccuracy,232,7.00,10.00,12.00,17.00,23.00,28.00,30.00,36.00,36.00,true
Position+Archetype,P,Power,PuntPower,232,19.00,24.00,27.75,34.00,43.00,50.00,53.00,58.38,62.00,true
Position+Archetype,DT,Nose Tackle,Speed,523,7.00,13.00,16.00,19.00,23.00,27.00,29.00,33.00,38.00,true
Position+Archetype,DT,Nose Tackle,Agility,523,3.00,8.20,12.00,16.00,21.00,26.00,29.00,35.00,44.00,true
Position+Archetype,DT,Nose Tackle,FootballIQ,523,6.00,11.00,13.00,17.00,23.00,27.00,30.00,39.78,49.00,true
Position+Archetype,DT,Nose Tackle,Strength,523,23.00,30.00,33.00,38.00,47.00,53.00,56.90,64.56,70.00,true
Position+Archetype,DT,Nose Tackle,Carrying,523,1.00,4.00,7.00,10.00,15.00,19.00,21.00,25.00,31.00,true
Position+Archetype,DT,Nose Tackle,Catching,523,1.00,4.00,7.00,10.00,14.50,19.00,21.00,26.00,30.00,true
Position+Archetype,DT,Nose Tackle,RouteRunning,523,0.00,1.00,3.00,6.00,8.00,10.00,10.00,13.00,15.00,true
Position+Archetype,DT,Nose Tackle,ZoneCoverage,523,0.00,4.00,6.00,10.00,14.50,18.00,20.90,25.00,30.00,true
Position+Archetype,DT,Nose Tackle,ManCoverage,523,1.00,4.00,7.00,11.00,15.00,19.00,21.90,25.00,30.00,true
Position+Archetype,DT,Nose Tackle,Tackle,523,18.00,24.00,28.00,32.00,38.00,42.00,46.00,53.78,68.00,true
Position+Archetype,DT,Nose Tackle,PassBlock,523,0.00,2.00,3.00,6.00,9.00,10.00,11.00,14.78,16.00,true
Position+Archetype,DT,Nose Tackle,RunBlock,523,0.00,2.00,3.00,6.00,9.00,10.00,11.00,15.00,17.00,true
Position+Archetype,DT,Nose Tackle,PassRush,523,3.00,9.00,12.00,17.00,22.00,27.00,31.00,38.00,56.00,true
Position+Archetype,DT,Nose Tackle,RunDefense,523,18.00,23.00,26.00,30.00,36.00,41.00,45.00,52.78,66.00,true
Position+Archetype,DT,Nose Tackle,ThrowPower,523,0.00,4.00,7.00,10.00,15.00,19.00,21.00,24.00,28.00,true
Position+Archetype,DT,Nose Tackle,ThrowAccuracy,523,0.00,4.00,7.00,10.00,14.00,18.00,20.00,25.00,28.00,true
Position+Archetype,DT,Nose Tackle,KickAccuracy,523,0.00,2.00,4.00,6.00,9.00,10.00,11.00,14.78,16.00,true
Position+Archetype,DT,Nose Tackle,KickPower,523,0.00,2.00,3.00,6.00,8.00,10.00,11.00,14.00,16.00,true
Position+Archetype,DT,Nose Tackle,PuntAccuracy,523,0.00,2.00,3.00,6.00,9.00,10.00,11.00,14.00,19.00,true
Position+Archetype,DT,Nose Tackle,PuntPower,523,0.00,2.00,4.00,6.00,8.00,10.00,11.00,14.78,16.00,true
Position+Archetype,CB,Ball Hawk,Speed,687,29.00,35.00,38.00,43.00,49.00,55.00,58.00,64.00,76.00,true
Position+Archetype,CB,Ball Hawk,Agility,687,20.00,25.00,28.00,32.00,38.00,44.00,47.00,53.14,61.00,true
Position+Archetype,CB,Ball Hawk,FootballIQ,687,5.00,10.00,13.00,18.00,23.00,29.00,32.00,38.14,50.00,true
Position+Archetype,CB,Ball Hawk,Strength,687,2.00,6.00,9.00,12.00,14.00,18.00,20.00,25.00,29.00,true
Position+Archetype,CB,Ball Hawk,Carrying,687,0.00,4.00,7.00,11.00,15.00,19.00,21.00,25.00,31.00,true
Position+Archetype,CB,Ball Hawk,Catching,687,15.00,20.00,23.00,28.00,33.00,39.00,42.00,48.00,52.00,true
Position+Archetype,CB,Ball Hawk,RouteRunning,687,0.00,2.00,5.00,8.00,12.00,16.00,19.00,24.00,30.00,true
Position+Archetype,CB,Ball Hawk,ZoneCoverage,687,20.00,24.00,27.00,32.00,38.00,43.00,47.00,53.14,66.00,true
Position+Archetype,CB,Ball Hawk,ManCoverage,687,20.00,24.00,28.00,32.00,38.00,43.00,46.00,53.00,59.00,true
Position+Archetype,CB,Ball Hawk,Tackle,687,2.00,6.00,9.00,13.00,16.00,21.00,23.00,27.14,38.00,true
Position+Archetype,CB,Ball Hawk,PassBlock,687,0.00,2.00,3.00,6.00,9.00,10.00,11.00,14.00,15.00,true
Position+Archetype,CB,Ball Hawk,RunBlock,687,0.00,2.00,3.00,6.00,9.00,10.00,11.00,15.00,17.00,true
Position+Archetype,CB,Ball Hawk,PassRush,687,0.00,2.00,3.00,6.00,9.00,10.00,11.00,14.00,16.00,true
Position+Archetype,CB,Ball Hawk,RunDefense,687,1.00,2.00,5.00,7.00,10.00,12.00,14.00,16.00,19.00,true
Position+Archetype,CB,Ball Hawk,ThrowPower,687,0.00,4.00,6.50,10.00,15.00,18.40,20.00,25.14,30.00,true
Position+Archetype,CB,Ball Hawk,ThrowAccuracy,687,1.00,4.00,7.00,11.00,15.00,18.00,21.00,26.00,31.00,true
